GeneName,GN_Syn
SNORA71A,SNORA71A
SNORA71C,SNORA71C
SNORA71D,SNORA71D
RF00056,RF00056
SNHG11,SNHG11
SNORA71E,SNORA71E
SNORA60,SNORA60
RALGAPB,RALGAPB
MIR548O2,MIR548O2
RPS3P2,RPS3P2
ADIG,ADIG
ARHGAP40,ARHGAP40
AL035419.1,AL035419.1
RF00017,RF00017
SLC32A1,SLC32A1
ACTR5,ACTR5
RN7SKP173,RN7SKP173
PPP1R16B,PPP1R16B
RN7SL116P,RN7SL116P
FAM83D,FAM83D
AL023803.2,AL023803.2
AL023803.1,AL023803.1
DHX35,DHX35
AL023803.3,AL023803.3
NPM1P19,NPM1P19
LINC01734,LINC01734
ATG3P1,ATG3P1
RN7SL680P,RN7SL680P
AL118523.1,AL118523.1
HSPE1P1,HSPE1P1
LINC01370,LINC01370
AL133419.1,AL133419.1
AL009050.1,AL009050.1
MAFB,MAFB
AL035665.1,AL035665.1
RNA5SP484,RNA5SP484
RNU2-52P,RNU2-52P
TOP1,TOP1
PLCG1-AS1,PLCG1-AS1
PLCG1,PLCG1
MIR6871,MIR6871
ZHX3,ZHX3
AL022394.1,AL022394.1
RPL23AP81,RPL23AP81
RN7SL615P,RN7SL615P
ADI1P1,ADI1P1
LPIN3,LPIN3
EMILIN3,EMILIN3
AL031667.1,AL031667.1
CHD6,CHD6
AL031667.2,AL031667.2
AL031667.3,AL031667.3
RPL12P11,RPL12P11
RNU6-1018P,RNU6-1018P
RF00568,RF00568
AL049812.2,AL049812.2
AL049812.1,AL049812.1
AL049812.3,AL049812.3
PTPRT,PTPRT
AL035666.1,AL035666.1
AL031656.1,AL031656.1
AL031676.1,AL031676.1
RN7SKP100,RN7SKP100
AL021395.1,AL021395.1
RN7SL666P,RN7SL666P
PPIAP21,PPIAP21
RF00426,RF00426
AL031681.1,AL031681.1
RNU6-743P,RNU6-743P
EIF4EBP2P1,EIF4EBP2P1
RF00019,RF00019
SRSF6,SRSF6
RNU6-1251P,RNU6-1251P
L3MBTL1,L3MBTL1
Z98752.2,Z98752.2
Z98752.3,Z98752.3
Z98752.1,Z98752.1
SGK2,SGK2
Z98752.4,Z98752.4
IFT52,IFT52
RPL27AP,RPL27AP
MYBL2,MYBL2
GTSF1L,GTSF1L
RNU6-639P,RNU6-639P
LINC01728,LINC01728
TOX2,TOX2
RN7SL443P,RN7SL443P
JPH2,JPH2
OSER1,OSER1
OSER1-DT,OSER1-DT
GDAP1L1,GDAP1L1
FITM2,FITM2
R3HDML,R3HDML
RF00019,RF00019
AL117382.1,AL117382.1
HNF4A,HNF4A
HNF4A-AS1,HNF4A-AS1
AL117382.2,AL117382.2
MIR3646,MIR3646
LINC01620,LINC01620
RPL37AP1,RPL37AP1
TTPAL,TTPAL
SERINC3,SERINC3
PKIG,PKIG
ADA,ADA
LINC01260,LINC01260
AL139352.1,AL139352.1
KCNK15-AS1,KCNK15-AS1
WISP2,WISP2
KCNK15,KCNK15
AL118522.1,AL118522.1
RIMS4,RIMS4
PGBD4P2,PGBD4P2
YWHAB,YWHAB
PABPC1L,PABPC1L
TOMM34,TOMM34
STK4-AS1,STK4-AS1
STK4,STK4
RF00019,RF00019
KCNS1,KCNS1
WFDC5,WFDC5
WFDC12,WFDC12
AL049767.1,AL049767.1
PI3,PI3
SEMG1,SEMG1
SEMG2,SEMG2
AL035660.1,AL035660.1
AL035660.2,AL035660.2
SLPI,SLPI
MATN4,MATN4
RBPJL,RBPJL
SDC4,SDC4
AL021578.1,AL021578.1
SYS1,SYS1
SYS1-DBNDD2,SYS1-DBNDD2
TP53TG5,TP53TG5
NDUFB4P10,NDUFB4P10
DBNDD2,DBNDD2
PIGT,PIGT
MIR6812,MIR6812
AL031663.3,AL031663.3
WFDC2,WFDC2
AL031663.2,AL031663.2
RPL5P2,RPL5P2
SPINT3,SPINT3
WFDC6,WFDC6
AL031663.1,AL031663.1
EPPIN-WFDC6,EPPIN-WFDC6
HSPD1P21,HSPD1P21
EPPIN,EPPIN
WFDC8,WFDC8
RNA5SP485,RNA5SP485
CCNB1IP1P2,CCNB1IP1P2
WFDC9,WFDC9
WFDC10A,WFDC10A
RPS2P7,RPS2P7
WFDC11,WFDC11
WFDC10B,WFDC10B
WFDC13,WFDC13
MIR3617,MIR3617
SPINT4,SPINT4
HNRNPA1P3,HNRNPA1P3
WFDC3,WFDC3
SPINT5P,SPINT5P
RNU6ATAC38P,RNU6ATAC38P
DNTTIP1,DNTTIP1
UBE2C,UBE2C
TNNC2,TNNC2
SNX21,SNX21
ACOT8,ACOT8
RF00017,RF00017
ZSWIM3,ZSWIM3
ZSWIM1,ZSWIM1
SPATA25,SPATA25
NEURL2,NEURL2
CTSA,CTSA
AL008726.1,AL008726.1
PLTP,PLTP
AL162458.1,AL162458.1
PCIF1,PCIF1
ZNF335,ZNF335
FTLP1,FTLP1
MMP9,MMP9
SLC12A5-AS1,SLC12A5-AS1
SLC12A5,SLC12A5
NCOA5,NCOA5
RPL13P2,RPL13P2
CD40,CD40
AL031687.1,AL031687.1
CDH22,CDH22
SLC35C2,SLC35C2
AL133227.1,AL133227.1
ELMO2,ELMO2
ZNF663P,ZNF663P
AL031686.1,AL031686.1
MKRN7P,MKRN7P
ZNF840P,ZNF840P
ZNF334,ZNF334
OCSTAMP,OCSTAMP
SLC13A3,SLC13A3
AL133520.1,AL133520.1
TP53RK,TP53RK
AL031055.1,AL031055.1
SLC2A10,SLC2A10
RN7SKP33,RN7SKP33
AL354766.1,AL354766.1
EYA2,EYA2
AL354766.2,AL354766.2
GAPDHP54,GAPDHP54
AL121776.1,AL121776.1
AL022342.1,AL022342.1
MIR3616,MIR3616
ZMYND8,ZMYND8
AL031666.2,AL031666.2
AL031666.3,AL031666.3
AL031666.1,AL031666.1
LINC01754,LINC01754
RPL35AP,RPL35AP
RNU6-497P,RNU6-497P
RNU6-563P,RNU6-563P
NCOA3,NCOA3
AL034418.1,AL034418.1
SULF2,SULF2
AL354813.1,AL354813.1
RNU7-173P,RNU7-173P
SRMP1,SRMP1
RNA5SP486,RNA5SP486
RNU7-92P,RNU7-92P
AL357558.2,AL357558.2
AL357558.1,AL357558.1
LINC01522,LINC01522
LINC01523,LINC01523
AL139351.1,AL139351.1
LINC00494,LINC00494
AL137078.1,AL137078.1
AL137078.2,AL137078.2
AL049541.1,AL049541.1
AL049541.2,AL049541.2
RNU7-144P,RNU7-144P
PREX1,PREX1
AL133342.1,AL133342.1
ARFGEF2,ARFGEF2
SNAP23P1,SNAP23P1
CSE1L-AS1,CSE1L-AS1
CSE1L,CSE1L
STAU1,STAU1
ARPC3P1,ARPC3P1
DDX27,DDX27
ZNFX1,ZNFX1
ZFAS1,ZFAS1
RF02215,RF02215
SNORD12C,SNORD12C
RF02216,RF02216
SNORD12B,SNORD12B
RF02217,RF02217
SNORD12,SNORD12
KCNB1,KCNB1
AL035685.1,AL035685.1
PTGIS,PTGIS
B4GALT5,B4GALT5
RN7SL197P,RN7SL197P
SNRPFP1,SNRPFP1
RNU6-919P,RNU6-919P
SLC9A8,SLC9A8
AL162615.1,AL162615.1
SPATA2,SPATA2
RF00019,RF00019
RF00017,RF00017
RNF114,RNF114
KRT18P4,KRT18P4
RNU6-147P,RNU6-147P
SNAI1,SNAI1
TRERNA1,TRERNA1
UBE2V1,UBE2V1
TMEM189-UBE2V1,TMEM189-UBE2V1
TMEM189,TMEM189
AL161937.2,AL161937.2
AL161937.1,AL161937.1
LINC01273,LINC01273
CEBPB-AS1,CEBPB-AS1
CEBPB,CEBPB
SMIM25,SMIM25
LINC01270,LINC01270
LINC01271,LINC01271
RN7SL636P,RN7SL636P
COX6CP2,COX6CP2
PTPN1,PTPN1
RN7SL672P,RN7SL672P
RF00019,RF00019
AL133230.1,AL133230.1
MIR645,MIR645
RIPOR3,RIPOR3
MIR1302-5,MIR1302-5
RPL36P2,RPL36P2
AL353653.1,AL353653.1
PARD6B,PARD6B
BCAS4,BCAS4
TMSB4XP6,TMSB4XP6
ADNP,ADNP
PSMD10P1,PSMD10P1
ADNP-AS1,ADNP-AS1
DPM1,DPM1
MOCS3,MOCS3
AL050404.1,AL050404.1
KCNG1,KCNG1
AL121785.1,AL121785.1
RPSAP1,RPSAP1
NFATC2,NFATC2
MIR3194,MIR3194
ATP9A,ATP9A
AL138807.1,AL138807.1
SALL4,SALL4
LINC01429,LINC01429
RNU6-347P,RNU6-347P
RNU7-6P,RNU7-6P
ZFP64,ZFP64
ERP29P1,ERP29P1
LINC01524,LINC01524
AL109610.1,AL109610.1
RF02271,RF02271
AL049765.1,AL049765.1
MRPS33P4,MRPS33P4
AL031674.1,AL031674.1
AL121902.1,AL121902.1
RPL36P1,RPL36P1
TSHZ2,TSHZ2
RN7SKP184,RN7SKP184
AL391097.1,AL391097.1
AL391097.2,AL391097.2
AL109930.1,AL109930.1
AL354993.1,AL354993.1
PPIAP10,PPIAP10
AL354993.2,AL354993.2
RF00019,RF00019
AL157838.1,AL157838.1
ZNF217,ZNF217
AC005808.1,AC005808.1
RNU7-14P,RNU7-14P
AC006076.1,AC006076.1
SUMO1P1,SUMO1P1
BCAS1,BCAS1
AC005220.1,AC005220.1
MIR4756,MIR4756
CYP24A1,CYP24A1
PFDN4,PFDN4
DOK5,DOK5
RNU4ATAC7P,RNU4ATAC7P
RPL12P4,RPL12P4
LINC01440,LINC01440
LINC01441,LINC01441
AL160413.1,AL160413.1
CBLN4,CBLN4
RNA5SP487,RNA5SP487
MC3R,MC3R
AL139824.2,AL139824.2
AL139824.1,AL139824.1
FAM210B,FAM210B
AURKA,AURKA
CSTF1,CSTF1
CASS4,CASS4
RPL39P,RPL39P
RTF2,RTF2
GCNT7,GCNT7
FAM209A,FAM209A
AL109806.1,AL109806.1
FAM209B,FAM209B
LINC01716,LINC01716
RPS4XP3,RPS4XP3
TFAP2C,TFAP2C
RNU6-1146P,RNU6-1146P
RN7SL170P,RN7SL170P
PTMAP6,PTMAP6
AL133232.1,AL133232.1
RNU6-929P,RNU6-929P
AL157414.2,AL157414.2
AL157414.1,AL157414.1
AL157414.3,AL157414.3
BMP7,BMP7
BMP7-AS1,BMP7-AS1
AL122058.1,AL122058.1
RF00019,RF00019
MIR4325,MIR4325
RPL39P39,RPL39P39
SPO11,SPO11
RAE1,RAE1
MTND1P9,MTND1P9
MTRNR2L3,MTRNR2L3
AL109955.1,AL109955.1
RBM38,RBM38
HMGB1P1,HMGB1P1
CTCFL,CTCFL
PCK1,PCK1
AL035541.1,AL035541.1
ZBP1,ZBP1
PMEPA1,PMEPA1
NKILA,NKILA
MIR4532,MIR4532
AL354984.1,AL354984.1
LINC01742,LINC01742
AL354984.2,AL354984.2
AL354984.3,AL354984.3
C20orf85,C20orf85
ANKRD60,ANKRD60
PPP4R1L,PPP4R1L
RAB22A,RAB22A
VAPB,VAPB
APCDD1L,APCDD1L
APCDD1L-DT,APCDD1L-DT
AL050327.1,AL050327.1
LINC01711,LINC01711
STX16,STX16
STX16-NPEPL1,STX16-NPEPL1
NPEPL1,NPEPL1
AL139349.1,AL139349.1
PIEZO1P2,PIEZO1P2
AL132655.3,AL132655.3
AL132655.2,AL132655.2
MIR296,MIR296
MIR298,MIR298
GNAS-AS1,GNAS-AS1
AL132655.1,AL132655.1
GNAS,GNAS
RF02127,RF02127
RF02128,RF02128
RF02130,RF02130
RF02131,RF02131
AL121917.1,AL121917.1
AL121917.2,AL121917.2
AL109840.2,AL109840.2
AL109840.1,AL109840.1
NELFCD,NELFCD
CTSZ,CTSZ
TUBB1,TUBB1
ATP5F1E,ATP5F1E
PRELID3B,PRELID3B
MRPS16P2,MRPS16P2
ZNF831,ZNF831
EDN3,EDN3
AL035250.1,AL035250.1
AL035250.2,AL035250.2
PIEZO1P1,PIEZO1P1
AL389889.1,AL389889.1
PHACTR3,PHACTR3
AL121908.1,AL121908.1
RNU7-141P,RNU7-141P
SYCP2,SYCP2
FAM217B,FAM217B
PPP1R3D,PPP1R3D
CDH26,CDH26
C20orf197,C20orf197
AL132822.1,AL132822.1
MIR646HG,MIR646HG
MIR646,MIR646
MTCO2P1,MTCO2P1
MIR4533,MIR4533
MIR548AG2,MIR548AG2
AL117372.1,AL117372.1
AL139348.1,AL139348.1
AL121910.1,AL121910.1
LINC01718,LINC01718
CDH4,CDH4
BX640515.1,BX640515.1
AL160412.1,AL160412.1
AL162457.1,AL162457.1
AL162457.2,AL162457.2
TAF4,TAF4
MIR1257,MIR1257
AL137077.1,AL137077.1
MIR3195,MIR3195
AL137077.2,AL137077.2
LSM14B,LSM14B
PSMA7,PSMA7
SS18L1,SS18L1
MTG2,MTG2
HRH3,HRH3
OSBPL2,OSBPL2
ADRM1,ADRM1
AL354836.1,AL354836.1
LAMA5,LAMA5
MIR4758,MIR4758
LAMA5-AS1,LAMA5-AS1
AL121832.2,AL121832.2
RPS21,RPS21
CABLES2,CABLES2
AL121832.3,AL121832.3
RBBP8NL,RBBP8NL
AL121832.1,AL121832.1
GATA5,GATA5
AL499627.2,AL499627.2
AL499627.1,AL499627.1
MIR1-1HG-AS1,MIR1-1HG-AS1
MIR1-1HG,MIR1-1HG
MIR1-1,MIR1-1
MIR133A2,MIR133A2
RPL7P3,RPL7P3
BX640514.1,BX640514.1
BX640514.2,BX640514.2
AL450469.2,AL450469.2
AL450469.1,AL450469.1
AL357033.1,AL357033.1
SLCO4A1,SLCO4A1
AL357033.4,AL357033.4
AL357033.3,AL357033.3
SLCO4A1-AS1,SLCO4A1-AS1
LINC00686,LINC00686
NTSR1,NTSR1
AL357033.2,AL357033.2
LINC00659,LINC00659
MRGBP,MRGBP
OGFR-AS1,OGFR-AS1
OGFR,OGFR
COL9A3,COL9A3
TCFL5,TCFL5
DPH3P1,DPH3P1
ARF4P2,ARF4P2
DIDO1,DIDO1
AL117379.1,AL117379.1
GID8,GID8
SLC17A9,SLC17A9
BHLHE23,BHLHE23
LINC01749,LINC01749
LINC00029,LINC00029
LINC01056,LINC01056
HAR1B,HAR1B
RF00635,RF00635
HAR1A,HAR1A
AL096828.2,AL096828.2
AL096828.1,AL096828.1
MIR124-3,MIR124-3
YTHDF1,YTHDF1
AL096828.3,AL096828.3
BIRC7,BIRC7
MIR3196,MIR3196
NKAIN4,NKAIN4
FLJ16779,FLJ16779
ARFGAP1,ARFGAP1
MIR4326,MIR4326
COL20A1,COL20A1
RNU6-994P,RNU6-994P
CHRNA4,CHRNA4
AL121827.1,AL121827.1
KCNQ2,KCNQ2
AL353658.2,AL353658.2
AL353658.1,AL353658.1
EEF1A2,EEF1A2
AL121829.1,AL121829.1
PPDPF,PPDPF
PTK6,PTK6
SRMS,SRMS
AL121829.2,AL121829.2
FNDC11,FNDC11
HELZ2,HELZ2
GMEB2,GMEB2
MHENCR,MHENCR
STMN3,STMN3
RTEL1,RTEL1
RTEL1-TNFRSF6B,RTEL1-TNFRSF6B
TNFRSF6B,TNFRSF6B
ARFRP1,ARFRP1
ZGPAT,ZGPAT
AL121845.3,AL121845.3
AL121845.4,AL121845.4
LIME1,LIME1
AL121845.2,AL121845.2
SLC2A4RG,SLC2A4RG
ZBTB46,ZBTB46
AL121845.1,AL121845.1
ZBTB46-AS1,ZBTB46-AS1
C20orf181,C20orf181
AL118506.1,AL118506.1
ABHD16B,ABHD16B
TPD52L2,TPD52L2
DNAJC5,DNAJC5
RNU1-134P,RNU1-134P
MIR941-1,MIR941-1
MIR941-2,MIR941-2
MIR941-3,MIR941-3
MIR941-4,MIR941-4
MIR941-5,MIR941-5
UCKL1,UCKL1
MIR1914,MIR1914
MIR647,MIR647
UCKL1-AS1,UCKL1-AS1
ZNF512B,ZNF512B
SAMD10,SAMD10
PRPF6,PRPF6
C20orf204,C20orf204
SOX18,SOX18
TCEA2,TCEA2
AL355803.1,AL355803.1
RGS19,RGS19
MIR6813,MIR6813
OPRL1,OPRL1
LKAAEAR1,LKAAEAR1
MYT1,MYT1
NPBWR2,NPBWR2
PCMTD2,PCMTD2
AL137028.2,AL137028.2
CICP4,CICP4
LINC00266-1,LINC00266-1
AL137028.1,AL137028.1
FP565260.4,FP565260.4
FP565260.3,FP565260.3
FP565260.5,FP565260.5
GATD3B,GATD3B
FP565260.2,FP565260.2
FP565260.1,FP565260.1
FP565260.6,FP565260.6
AC079801.1,AC079801.1
LINC01670,LINC01670
CU633967.1,CU633967.1
RF00019,RF00019
FP236315.2,FP236315.2
FP236315.3,FP236315.3
FP236315.1,FP236315.1
H2BFS,H2BFS
CU639417.2,CU639417.2
CU639417.1,CU639417.1
LINC01669,LINC01669
CU639417.3,CU639417.3
CU639417.4,CU639417.4
SIK1B,SIK1B
RF00019,RF00019
CU633906.1,CU633906.1
CU633906.4,CU633906.4
CU633906.3,CU633906.3
CU633906.2,CU633906.2
RF00019,RF00019
CBSL,CBSL
U2AF1L5,U2AF1L5
FP236240.3,FP236240.3
FP236240.2,FP236240.2
FP236240.1,FP236240.1
CRYAA2,CRYAA2
CU638689.4,CU638689.4
CU638689.1,CU638689.1
CU638689.3,CU638689.3
CU638689.2,CU638689.2
CU638689.5,CU638689.5
FP475955.3,FP475955.3
FP475955.1,FP475955.1
MIR8069-1,MIR8069-1
FP475955.4,FP475955.4
FP475955.2,FP475955.2
CU634019.6,CU634019.6
CU634019.4,CU634019.4
CU634019.5,CU634019.5
CU634019.2,CU634019.2
CU634019.1,CU634019.1
RF00019,RF00019
CU634019.7,CU634019.7
CU634019.3,CU634019.3
CU633904.2,CU633904.2
CU633904.3,CU633904.3
CU633904.1,CU633904.1
RF00019,RF00019
FP236241.2,FP236241.2
RF00019,RF00019
FP236241.1,FP236241.1
SMIM11B,SMIM11B
FAM243B,FAM243B
SMIM34B,SMIM34B
KCNE1B,KCNE1B
RF00614,RF00614
FP671120.2,FP671120.2
FP671120.1,FP671120.1
MIR6724-1,MIR6724-1
RF01518,RF01518
MIR3648-1,MIR3648-1
MIR3687-1,MIR3687-1
FP671120.3,FP671120.3
RNA5-8SN2,RNA5-8SN2
MIR6724-2,MIR6724-2
RF01518,RF01518
FP671120.4,FP671120.4
RNA5-8SN2,RNA5-8SN2
FP236383.1,FP236383.1
MIR6724-3,MIR6724-3
RF01518,RF01518
FP236383.2,FP236383.2
RNA5-8SN2,RNA5-8SN2
MIR6724-4,MIR6724-4
RF01518,RF01518
FP236383.3,FP236383.3
RNA5-8SN2,RNA5-8SN2
RPSAP68,RPSAP68
CR381572.2,CR381572.2
CR381572.1,CR381572.1
LINC01666,LINC01666
SNX18P10,SNX18P10
MTCO1P1,MTCO1P1
CR381670.1,CR381670.1
MIR3648-2,MIR3648-2
MIR3687-2,MIR3687-2
CR392039.3,CR392039.3
CR392039.2,CR392039.2
CR392039.5,CR392039.5
TEKT4P2,TEKT4P2
CR392039.4,CR392039.4
CR392039.1,CR392039.1
CR381653.1,CR381653.1
SNX18P12,SNX18P12
CR381653.2,CR381653.2
AC124864.2,AC124864.2
AC124864.1,AC124864.1
RF00003,RF00003
LINC01667,LINC01667
AC018692.3,AC018692.3
AC018692.2,AC018692.2
RN7SL52P,RN7SL52P
RF00156,RF00156
AC018692.1,AC018692.1
CR382285.1,CR382285.1
CR382285.2,CR382285.2
CR382287.2,CR382287.2
CR382287.1,CR382287.1
AP003900.1,AP003900.1
EIF3FP1,EIF3FP1
VN1R7P,VN1R7P
AF254983.2,AF254983.2
BAGE2,BAGE2
AF254983.1,AF254983.1
TPTE,TPTE
CYCSP41,CYCSP41
SLC25A15P4,SLC25A15P4
AF254982.1,AF254982.1
IGHV1OR21-1,IGHV1OR21-1
AP001464.1,AP001464.1
ANKRD30BP2,ANKRD30BP2
RNU6-614P,RNU6-614P
ZNF355P,ZNF355P
AJ239321.1,AJ239321.1
AJ239318.1,AJ239318.1
FGF7P2,FGF7P2
ANKRD30BP1,ANKRD30BP1
MIR3156-3,MIR3156-3
GTF2IP2,GTF2IP2
VN1R8P,VN1R8P
SNX19P1,SNX19P1
OR4K11P,OR4K11P
LINC01674,LINC01674
OR4K12P,OR4K12P
POTED,POTED
RNU6-286P,RNU6-286P
MIR3118-1,MIR3118-1
AL050303.3,AL050303.3
GRAMD4P1,GRAMD4P1
CXADRP1,CXADRP1
AL050303.4,AL050303.4
AL050303.2,AL050303.2
MIR8069-2,MIR8069-2
FEM1AP1,FEM1AP1
AL050303.1,AL050303.1
TERF1P1,TERF1P1
FAM207CP,FAM207CP
GXYLT1P2,GXYLT1P2
CNN2P7,CNN2P7
ZNF114P1,ZNF114P1
CYP4F29P,CYP4F29P
SNX18P13,SNX18P13
ANKRD20A11P,ANKRD20A11P
RHOT1P2,RHOT1P2
RNU6-954P,RNU6-954P
NF1P3,NF1P3
PPP6R2P1,PPP6R2P1
FRG2MP,FRG2MP
AP001347.1,AP001347.1
ANKRD20A18P,ANKRD20A18P
RNA5SP488,RNA5SP488
RF01518,RF01518
LIPI,LIPI
ERLEC1P1,ERLEC1P1
RBM11,RBM11
ABCC13,ABCC13
HSPA13,HSPA13
SAMSN1,SAMSN1
SAMSN1-AS1,SAMSN1-AS1
AF127936.2,AF127936.2
POLR2CP1,POLR2CP1
AF127936.1,AF127936.1
GAPDHP16,GAPDHP16
AF127577.4,AF127577.4
LINC02246,LINC02246
RBMX2P1,RBMX2P1
AF127577.3,AF127577.3
NRIP1,NRIP1
AF127577.1,AF127577.1
AF127577.2,AF127577.2
AF127577.6,AF127577.6
AF127577.5,AF127577.5
AF246928.1,AF246928.1
AJ009632.2,AJ009632.2
CYCSP42,CYCSP42
AJ009632.1,AJ009632.1
RNU6-1326P,RNU6-1326P
RAD23BP3,RAD23BP3
USP25,USP25
RBPMSLP,RBPMSLP
MIR99AHG,MIR99AHG
RNU6-426P,RNU6-426P
VDAC2P1,VDAC2P1
RPS26P5,RPS26P5
SNORD74B,SNORD74B
AP001172.1,AP001172.1
AP001172.2,AP001172.2
AP000962.2,AP000962.2
MIR99A,MIR99A
MIRLET7C,MIRLET7C
AP000962.1,AP000962.1
MIR125B2,MIR125B2
RNU1-98P,RNU1-98P
AF130359.1,AF130359.1
AF212831.1,AF212831.1
NEK4P1,NEK4P1
AP000457.1,AP000457.1
RNU6-113P,RNU6-113P
LINC01549,LINC01549
RPL39P40,RPL39P40
RN7SL163P,RN7SL163P
CXADR,CXADR
BTF3L4P1,BTF3L4P1
RF00019,RF00019
RF00019,RF00019
BTG3,BTG3
BTG3-AS1,BTG3-AS1
AP000432.1,AP000432.1
AP000432.2,AP000432.2
C21orf91-OT1,C21orf91-OT1
C21orf91,C21orf91
AL109761.1,AL109761.1
CHODL-AS1,CHODL-AS1
RPL37P3,RPL37P3
CHODL,CHODL
AF130417.1,AF130417.1
TMPRSS15,TMPRSS15
AL109763.1,AL109763.1
MIR548XHG,MIR548XHG
AF240627.1,AF240627.1
MIR548X,MIR548X
PPIAP22,PPIAP22
AL157359.3,AL157359.3
AL157359.2,AL157359.2
AL157359.1,AL157359.1
AP000431.2,AP000431.2
AP000431.1,AP000431.1
SLC6A6P1,SLC6A6P1
AP000855.1,AP000855.1
RNU1-139P,RNU1-139P
RPL37P4,RPL37P4
AP000403.1,AP000403.1
AP000568.1,AP000568.1
C1QBPP1,C1QBPP1
LINC01683,LINC01683
LINC02573,LINC02573
RNU6-772P,RNU6-772P
RN7SKP147,RN7SKP147
FDPSP6,FDPSP6
KRT18P2,KRT18P2
RPS3AP1,RPS3AP1
AP001506.1,AP001506.1
LINC00320,LINC00320
PPIAP1,PPIAP1
NCAM2,NCAM2
AP001136.1,AP001136.1
AP001117.1,AP001117.1
AF241725.1,AF241725.1
LINC00317,LINC00317
LINC01425,LINC01425
AP000472.1,AP000472.1
LINC01687,LINC01687
LINC00308,LINC00308
AP000705.2,AP000705.2
AP000705.1,AP000705.1
RNU4-45P,RNU4-45P
AP000561.1,AP000561.1
MAPK6P2,MAPK6P2
AP000959.1,AP000959.1
AP000949.1,AP000949.1
AP001116.1,AP001116.1
MIR6130,MIR6130
ZNF299P,ZNF299P
MSANTD2P1,MSANTD2P1
RNU2-55P,RNU2-55P
D21S2088E,D21S2088E
EEF1A1P1,EEF1A1P1
TUBAP,TUBAP
RF00019,RF00019
AP000459.1,AP000459.1
AP000474.1,AP000474.1
AP000477.2,AP000477.2
AP000477.1,AP000477.1
AP000470.1,AP000470.1
LINC01689,LINC01689
LINC01684,LINC01684
LINC01692,LINC01692
AP000402.1,AP000402.1
AP000146.1,AP000146.1
AP001342.1,AP001342.1
AP000235.1,AP000235.1
AP000233.2,AP000233.2
RN7SKP236,RN7SKP236
AP000233.1,AP000233.1
AP001341.1,AP001341.1
RNA5SP489,RNA5SP489
RPL13AP7,RPL13AP7
AP001340.1,AP001340.1
LINC00158,LINC00158
AP000221.1,AP000221.1
MIR155HG,MIR155HG
MIR155,MIR155
LINC00515,LINC00515
MRPL39,MRPL39
JAM2,JAM2
RNGTTP1,RNGTTP1
FDX1P2,FDX1P2
ATP5PF,ATP5PF
GABPA,GABPA
LLPHP2,LLPHP2
APP,APP
AP001442.1,AP001442.1
RNU6-123P,RNU6-123P
AP001439.1,AP001439.1
AP000229.1,AP000229.1
RNU6-926P,RNU6-926P
AP001595.1,AP001595.1
AP001596.1,AP001596.1
CYYR1-AS1,CYYR1-AS1
AP001596.2,AP001596.2
CYYR1,CYYR1
ADAMTS1,ADAMTS1
AP001599.1,AP001599.1
ADAMTS5,ADAMTS5
MIR4759,MIR4759
GPX1P2,GPX1P2
AP001605.1,AP001605.1
AP001604.1,AP001604.1
EIF4A1P1,EIF4A1P1
RPL10P1,RPL10P1
NCSTNP1,NCSTNP1
LINC01673,LINC01673
LINC00113,LINC00113
AJ006995.1,AJ006995.1
LINC00314,LINC00314
LINC01697,LINC01697
LINC01695,LINC01695
AF165147.1,AF165147.1
LINC00161,LINC00161
RF00026,RF00026
N6AMT1,N6AMT1
HSPD1P7,HSPD1P7
THUMPD1P1,THUMPD1P1
LTN1,LTN1
RPL23P2,RPL23P2
RWDD2B,RWDD2B
AF129075.2,AF129075.2
USP16,USP16
CCT8,CCT8
AF129075.1,AF129075.1
MAP3K7CL,MAP3K7CL
RPL12P9,RPL12P9
RF00019,RF00019
RF00012,RF00012
AF124730.1,AF124730.1
LINC00189,LINC00189
BACH1,BACH1
GAPDHP14,GAPDHP14
BACH1-IT1,BACH1-IT1
AP000240.1,AP000240.1
BACH1-AS1,BACH1-AS1
BACH1-IT2,BACH1-IT2
BACH1-IT3,BACH1-IT3
GRIK1,GRIK1
AP000238.1,AP000238.1
GRIK1-AS1,GRIK1-AS1
AF096876.1,AF096876.1
CLDN17,CLDN17
LINC00307,LINC00307
CLDN8,CLDN8
RPL8P2,RPL8P2
KRTAP24-1,KRTAP24-1
KRTAP25-1,KRTAP25-1
KRTAP26-1,KRTAP26-1
KRTAP27-1,KRTAP27-1
KRTAP23-1,KRTAP23-1
KRTAP13-6P,KRTAP13-6P
KRTAP13-2,KRTAP13-2
MIR4327,MIR4327
KRTAP13-1,KRTAP13-1
KRTAP13-3,KRTAP13-3
KRTAP13-4,KRTAP13-4
KRTAP13-5P,KRTAP13-5P
KRTAP15-1,KRTAP15-1
KRTAP19-1,KRTAP19-1
KRTAP19-2,KRTAP19-2
KRTAP19-3,KRTAP19-3
KRTAP19-4,KRTAP19-4
KRTAP19-5,KRTAP19-5
KRTAP19-9P,KRTAP19-9P
KRTAP19-10P,KRTAP19-10P
AP000567.1,AP000567.1
KRTAP19-11P,KRTAP19-11P
KRTAP19-6,KRTAP19-6
KRTAP19-7,KRTAP19-7
KRTAP22-2,KRTAP22-2
KRTAP6-3,KRTAP6-3
KRTAP6-2,KRTAP6-2
KRTAP22-1,KRTAP22-1
KRTAP6-1,KRTAP6-1
KRTAP20-1,KRTAP20-1
KRTAP20-4,KRTAP20-4
